#date             venue   a	note
jun 20 2007 6 pm	carpet	m	<strong>Date change!</strong>
jul 11 2007 6 pm	carpet	m
aug  8 2007 6 pm	break	x	Summer break.
sep 12 2007 6 pm	carpet	m
oct 10 2007 6 pm	carpet	m
nov 14 2007 6 pm	carpet	m
dec 12 2007 6 pm	carpet	m
