#datetime 	venue	action	Note
may 29 2007 7 pm	carpet	r
jun  5 2007 7 pm	carpet	r
jun 12 2007 7 pm	carpet	r
jun 19 2007 7 pm	carpet	r
jun 26 2007 7 pm	carpet	r
jun 27 2007 7 pm	plaza	c	Concert in the Plaza.
jul  3 2007 7 pm	carpet	r
jul 10 2007 7 pm	carpet	r
jul 11 2007 7 pm	plaza	c	Concert in the Plaza.
jul 17 2007 7 pm	carpet	r
jul 18 2007 5 pm	ppark	c	Golden Days Kickoff.
jul 21 2007 7 pm	carlson	c	Golden Days Parade.
jul 26 2007 7 pm	carpet	r	<strong>Added rehearsal for fair.</strong>
aug  2 2007 7 pm	carpet	r	<strong>Added rehearsal for fair.</strong>
aug  5 2007 1 pm	fair	c	At Ferguson Field.

